L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
500 0.276 50000000 2179 0 -165.28 0 27317.5 0 7.46246e+08 0 -0.12318 0 0.0208907 0 0.0156096 0 0.00024366 0 0.124938 0 11.851 0 30.1448 0 213.687 0 255.682 0 255.682 0 0.571791 0 
500 0.276 52500000 2604 300.52 -166.548 0.896428 27739.8 298.596 7.69674e+08 1.6566e+07 -0.0753617 0.0338123 -0.0441894 0.0460186 0.0141541 0.00102924 0.000202456 2.91359e-05 0.118813 0.00433135 23.4733 8.21819 60.0738 21.163 251.548 26.772 335.095 56.1532 335.095 56.1532 0.442244 0.0916033 
500 0.276 55000000 1825 666.858 -160.784 4.74354 25919.2 1499.81 6.78551e+08 7.52169e+07 -0.0539435 0.0285298 -0.0117468 0.0405325 0.0104184 0.00312639 0.000137866 5.62011e-05 0.0973043 0.0177976 18.2354 6.95035 47.6434 17.38 200.875 45.0598 266.754 67.1945 266.754 67.1945 0.438038 0.0611653 
500 0.276 57500000 1585 541.612 -146.107 13.1994 22044.2 3539.3 5.36054e+08 1.35688e+08 -0.0292901 0.0302273 -0.0309484 0.0346504 0.0102731 0.00234817 0.000127591 4.30797e-05 0.0977737 0.0133544 17.15 5.29684 54.5985 14.3593 6647.65 5583.17 6719.4 5588.38 6719.4 5588.38 0.575966 0.127955 
500 0.276 60000000 1829.8 485.47 -136.773 13.4615 19612.8 3570.23 4.48394e+08 1.33906e+08 -0.0231916 0.0247894 -0.0447907 0.0303596 0.0102251 0.00187902 0.000122207 3.47986e-05 0.0982524 0.0106921 18.289 4.35821 50.6507 12.0179 5392.04 4605.56 5460.98 4610.22 5460.98 4610.22 0.588073 0.102935 
500 0.276 62500000 1695.67 422.683 -136.529 11.2201 19395.4 2981.8 4.29529e+08 1.12909e+08 -0.0244299 0.0206887 -0.0373947 0.026185 0.00867727 0.00210915 0.000101986 3.43756e-05 0.0869811 0.013611 18.2345 3.63218 53.6647 10.3859 4512.08 3921.13 4583.98 3924.38 4583.98 3924.38 0.518204 0.106893 
500 0.276 65000000 1787.86 372.218 -139.667 10.0466 20213.4 2665.67 4.58322e+08 1.00383e+08 -0.0180481 0.0186916 -0.039421 0.0225226 0.00787624 0.00195404 8.87631e-05 3.19068e-05 0.0824708 0.0123913 16.9824 3.32212 53.838 8.90368 3881.57 3411.29 3952.39 3414.2 3952.39 3414.2 0.476208 0.099531 
500 0.276 67500000 1754 327.227 -140.411 8.81826 20337.3 2335.34 4.57237e+08 8.78413e+07 -0.0169501 0.0163874 -0.0326635 0.0206962 0.00692923 0.00192564 7.76789e-05 2.97815e-05 0.0743274 0.0132508 18.6071 3.28018 51.1518 8.18593 3418.26 3016.17 3488.01 3018.84 3488.01 3018.84 0.462616 0.0880128 
500 0.276 70000000 1769 291.212 -137.136 8.42477 19445 2239.86 4.2326e+08 8.43968e+07 -0.0162671 0.0145808 -0.0248813 0.0198057 0.0063275 0.00180325 6.93025e-05 2.76253e-05 0.0703917 0.0123491 17.6933 3.04035 52.6059 7.40441 3054.6 2702.88 3124.9 2705.16 3124.9 2705.16 0.443008 0.0803881 
500 0.276 72500000 1712.6 298.35 -134.778 9.38407 18790.1 2572.92 3.97565e+08 1.01522e+08 -0.0203116 0.0145386 -0.0216587 0.0180855 0.00602177 0.00198535 6.34417e-05 3.24267e-05 0.0690711 0.0127407 17.0089 2.81228 53.5791 6.72762 2760.64 2448.52 2831.23 2450.53 2831.23 2450.53 0.421693 0.0751222 
500 0.276 75000000 1830.64 298.35 -133.322 9.38407 18364.1 2572.92 3.79507e+08 1.01522e+08 -0.0182213 0.0145386 -0.0155025 0.0174577 0.00566786 0.00198535 5.80862e-05 3.24267e-05 0.0669863 0.0127407 16.0551 2.71356 51.1294 6.54685 2530.62 2299.48 2597.81 2297.13 2597.81 2297.13 0.443596 0.0714148 
500 0.276 77500000 1770.5 254.181 -138.828 8.64967 20146.7 2478.21 4.79588e+08 1.17685e+08 -0.0168606 0.0125184 -0.00907563 0.0171451 0.00551225 0.0017186 5.44494e-05 2.82415e-05 0.0665415 0.0108655 15.4679 2.55017 49.9546 6.10577 2334.57 2058.89 2399.99 2061 2399.99 2061 0.447485 0.0655694 
500 0.276 80000000 1750.08 254.181 -138.228 8.64967 19917.6 2476.04 4.6537e+08 1.12977e+08 -0.0147949 0.0125184 -0.0174429 0.0177509 0.00616427 0.0017186 6.53132e-05 2.82415e-05 0.0705208 0.0108655 15.0312 2.42108 54.8264 7.32626 4746.96 2997.31 4816.81 3001.84 4816.81 3001.84 0.48915 0.0725652 
500 0.276 82500000 1779.43 218.847 -136.031 7.85308 19320 2256.12 4.41659e+08 1.04203e+08 -0.0120618 0.0116135 -0.0164381 0.0165114 0.00576412 0.00149143 6.06705e-05 2.48828e-05 0.0671771 0.00945421 15.0996 2.22129 54.5438 6.8084 4422.03 2800.78 4491.68 2804.98 4491.68 2804.98 0.482722 0.0676661 
500 0.276 85000000 1756.33 218.026 -137.347 7.85308 19649.5 2256.12 4.5146e+08 1.03008e+08 -0.0130895 0.0116135 -0.00812103 0.0173796 0.00621236 0.00149143 6.70221e-05 2.48828e-05 0.0701486 0.00933187 15.1465 2.10304 52.4499 6.66874 4141.24 2628.1 4208.84 2632.2 4208.84 2632.2 0.489648 0.0636416 
