L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
200 0.31 16000000 33 0 -682.362 0 465618 0 2.168e+11 0 -0.119335 0 -0.728771 0 0.545349 0 0.297405 0 0.738477 0 2.51441 0 3.02848 0 6.16096 0 11.7039 0 11.7038 0 0.0853192 0 
200 0.31 16800000 58 17.6777 -665.583 11.8647 443282 15793.9 1.96998e+11 1.40023e+10 -0.0658783 0.0377993 -0.719164 0.00679371 0.524486 0.0147519 0.275521 0.0154743 0.724071 0.0101868 2.42902 0.0603799 3.51956 0.347245 6.05102 0.0777379 11.9996 0.209127 11.9996 0.209127 0.0748196 0.00742432 
200 0.31 17600000 47.6667 14.4939 -656.036 11.1055 430753 14680.8 1.86195e+11 1.28433e+10 -0.0531652 0.0272537 -0.715729 0.00532716 0.517408 0.0114071 0.268101 0.0119636 0.719181 0.00787781 2.31534 0.101174 3.80551 0.328792 6.22468 0.150967 12.3455 0.314988 12.3455 0.314988 0.0794571 0.00623185 
200 0.31 18400000 43 11.5974 -678.797 21.3991 462597 29694.4 2.17523e+11 2.87902e+10 -0.0380392 0.0242776 -0.724464 0.0085552 0.528946 0.0131543 0.280476 0.0139769 0.727062 0.00902734 2.27643 0.0830251 3.82707 0.2473 5.65724 0.504297 11.7607 0.558837 11.7607 0.558837 0.0673663 0.0114668 
200 0.31 19200000 52.2 12.4013 -687.146 18.6771 473913 25822 2.27928e+11 2.48413e+10 -0.0452799 0.0204734 -0.727954 0.00752249 0.534347 0.0115792 0.286197 0.0122968 0.730774 0.00794838 2.21684 0.0851615 3.72386 0.218318 6.05042 0.535193 11.9911 0.492269 11.9911 0.492269 0.0852194 0.0184157 
200 0.31 20000000 46.3333 11.6397 -674.957 19.1323 457764 26084.2 2.1363e+11 2.44723e+10 -0.0582351 0.0207593 -0.714456 0.0138254 0.517571 0.0181006 0.269845 0.0181056 0.718737 0.0128301 2.25891 0.0806925 3.58991 0.219205 5.82889 0.489699 11.6777 0.500134 11.6777 0.500134 0.0779606 0.0167158 
200 0.31 20800000 43.8571 10.2368 -682.459 17.809 467970 24272.6 2.2312e+11 2.2742e+10 -0.0544189 0.018141 -0.718142 0.012332 0.522058 0.0160613 0.27435 0.0160697 0.721908 0.0113822 2.30392 0.0807486 3.47157 0.217502 5.67484 0.443312 11.4503 0.477588 11.4503 0.477588 0.0729522 0.0150595 
200 0.31 21600000 49.5 10.3968 -692.67 18.2775 482464 25197.4 2.37851e+11 2.42046e+10 -0.0527639 0.0159487 -0.721927 0.0113566 0.52703 0.0148032 0.279513 0.0148673 0.725364 0.010471 2.29174 0.0715682 3.47971 0.190466 5.57796 0.398343 11.3494 0.428419 11.3494 0.428419 0.0698373 0.0134954 
200 0.31 22400000 46.3333 9.7119 -699.398 17.4411 491896 24098.1 2.47188e+11 2.32463e+10 -0.0558088 0.0144644 -0.725958 0.0107862 0.533059 0.0143339 0.286001 0.0145624 0.729482 0.0100849 2.29835 0.0639211 3.36888 0.198952 5.6148 0.355783 11.282 0.386078 11.282 0.386078 0.0738348 0.012574 
200 0.31 23200000 47.4 8.79909 -698.522 15.719 490403 21734.4 2.45219e+11 2.10048e+10 -0.0626518 0.0158895 -0.725356 0.0097244 0.533128 0.0129006 0.28589 0.0131066 0.729592 0.009077 2.34133 0.0705156 3.33728 0.207661 5.51002 0.335278 11.1886 0.35859 11.1886 0.35859 0.06915 0.0121581 
