L J MC_steps R2 R2_std E E_std E2 E2_std E4 E4_std Sin1 Sin1_std Cos1 Cos1_std Mag2 Mag2_std Mag4 Mag4_std Mag1 Mag1_std eig1 eig1_std eig2 eig2_std eig3 eig3_std R_g_2_trace R_g_2_trace_std R_g_2_direct R_g_2_direct_std asphericity asphericity_std
600 0.265 144000000 1269 0 -137.289 0 18848.2 0 3.55254e+08 0 0.0104312 0 0.00933176 0 0.000195892 0 3.83738e-08 0 0.0139961 0 33.2301 0 22992.2 0 60747.9 0 83773.3 0 83773.3 0 0.401746 0 
600 0.265 151200000 1431 114.551 -162.022 17.4889 26862.7 5667.15 7.8584e+08 3.0447e+08 0.00101939 0.00665517 0.0229172 0.00960635 0.000799384 0.000426733 1.00322e-06 6.82246e-07 0.0257256 0.00829395 24.6157 6.09132 11508.1 8120.43 30459.6 21417.1 41992.4 29543.6 41992.4 29543.6 0.457187 0.0392023 
600 0.265 158400000 1563.67 132.535 -147.7 16.5131 22633.3 5118.56 5.90864e+08 2.57963e+08 0.00446737 0.00525459 0.00423848 0.0165412 0.000941586 0.00030727 1.16983e-06 4.74739e-07 0.0288218 0.00607981 20.7383 5.14911 7680.67 6250.89 20359.9 16488.3 28061.3 22744.3 28061.3 22744.3 0.473224 0.0292316 
600 0.265 165600000 1249 290.072 -166.842 20.6927 29548.8 7113.79 1.07556e+09 4.62198e+08 -0.000412374 0.00577841 0.00863802 0.0129778 0.000882037 0.000236152 1.00106e-06 3.84885e-07 0.0282467 0.00458697 20.4525 3.86976 5766.76 4972.55 15291.6 13122.1 21078.8 18098.4 21078.8 18098.4 0.415333 0.054719 
600 0.265 172800000 1593.4 385.668 -162.007 17.1096 27709.9 5923.96 9.43303e+08 3.8822e+08 -4.95596e-05 0.0046341 0.0127608 0.0110176 0.000877157 0.000188972 9.47956e-07 3.1155e-07 0.0284544 0.00367428 19.1602 3.30455 4623.04 4107.46 12320.6 10828.8 16962.8 14939.4 16962.8 14939.4 0.465151 0.0624639 
600 0.265 180000000 1683.33 331.71 -159.081 14.506 26569.3 5045.24 8.58653e+08 3.32617e+08 0.00472427 0.00582274 0.0202049 0.0114226 0.00141684 0.000517214 3.61248e-06 2.44619e-06 0.0344037 0.00623459 18.6044 2.80014 3879.5 3489.54 16152.9 9678.42 20051 12764.7 20051 12764.7 0.551801 0.0946916 
600 0.265 187200000 1657 285.366 -164.782 13.5079 28430.5 4655.16 9.59986e+08 3.0014e+08 0.0047185 0.00499092 0.0249618 0.0107357 0.00162651 0.000483964 4.28509e-06 2.18725e-06 0.0371615 0.00592254 17.871 2.4943 3333.74 3033.41 13886.1 8557.12 17237.7 11246.9 17237.7 11246.9 0.543865 0.0814961 
600 0.265 194400000 1635 250.542 -168.555 12.335 29628 4224.48 1.02059e+09 2.68671e+08 -0.010619 0.0149969 0.0216715 0.00988511 0.00316339 0.00149869 2.79757e-05 2.22431e-05 0.047265 0.0107785 16.7224 2.43264 2922.39 2681.98 12193.8 7652.98 15133 10036.1 15133 10036.1 0.557822 0.0724944 
600 0.265 201600000 1787.89 265.283 -171.16 11.2362 30432.2 3830.87 1.0582e+09 2.41436e+08 -0.0113029 0.0133461 0.0119353 0.0127071 0.00332651 0.00134102 2.72506e-05 1.97834e-05 0.0495749 0.00982531 17.8544 2.41137 2602.9 2402.93 10878.9 6914.7 13499.6 9052.88 13499.6 9052.88 0.557515 0.0644401 
600 0.265 208800000 1871.8 306.44 -171.211 10.1127 30335.9 3448.99 1.03922e+09 2.18037e+08 -0.0106647 0.0120268 0.000397501 0.020286 0.00406631 0.00147838 3.60271e-05 1.96557e-05 0.0549734 0.011685 19.1156 2.91342 2352.75 2175.62 9818.6 6304 12190.5 8241.71 12190.5 8241.71 0.530586 0.0722541 
600 0.265 216000000 2118.82 328.357 -167.964 9.70052 29247.1 3302.82 9.7539e+08 2.07349e+08 -0.00546876 0.0120035 0.00252908 0.020286 0.00394483 0.00147838 3.34295e-05 1.83959e-05 0.0547257 0.011685 18.3075 2.91342 2141.72 2047.24 8969.76 5787.77 11129.8 7560.41 11129.8 7560.41 0.552941 0.0722541 
600 0.265 223200000 2383.83 532.629 -168.557 8.91021 29364.1 3029.66 9.72395e+08 1.90091e+08 0.000694739 0.0138028 0.004822 0.0173808 0.00408225 0.00123207 3.32514e-05 1.65372e-05 0.056398 0.00982399 17.8724 2.67998 1969.41 1829.83 8251.04 5349.9 10238.3 6982.73 10238.3 6982.73 0.548662 0.0624319 
600 0.265 230400000 2529.31 532.629 -170.68 8.47395 30065.1 2876.56 1.01148e+09 1.79442e+08 0.00647638 0.0138028 0.00131566 0.0173808 0.00433866 0.00123207 3.49236e-05 1.55379e-05 0.0586838 0.00982399 17.4912 2.67998 1819.98 1741.56 7645.48 4972.52 9482.95 6486.33 9482.95 6486.33 0.563113 0.0624319 
600 0.265 237600000 2429 458.45 -167.888 8.31578 29154.6 2811.5 9.60652e+08 1.73673e+08 0.000779736 0.0130871 0.00121112 0.0152683 0.00441229 0.00109938 3.44885e-05 1.42592e-05 0.0597262 0.00896662 17.6786 2.30412 1700.74 1578.27 9890.73 5099.11 11609.1 6361.96 11609.1 6361.96 0.593391 0.067665 
600 0.265 244800000 2309 458.45 -170.688 8.21919 30147.7 2793.97 1.02598e+09 1.73947e+08 -0.00111643 0.0123513 -0.000569156 0.0152683 0.00421248 0.00109938 3.23228e-05 1.34721e-05 0.0582523 0.00896662 21.0334 3.71387 1594.92 1513.34 11130 4907.44 12745.9 6038.54 12745.9 6038.54 0.619238 0.067665 
600 0.265 252000000 2308.38 416.711 -169.855 7.74762 29811 2639.55 1.00017e+09 1.64978e+08 -0.00388647 0.0118859 -0.00184088 0.0136614 0.00410558 0.00100383 3.06938e-05 1.27281e-05 0.0577378 0.00806324 21.3578 3.98862 1498.08 1387.48 13204 5019.91 14723.5 5976.17 14723.5 5976.17 0.642733 0.0750716 
600 0.265 259200000 2510.06 416.711 -169.376 7.30663 29595.9 2493.03 9.81575e+08 1.56318e+08 -0.00507709 0.0112462 -0.000431551 0.0136614 0.00392709 0.00100383 2.89558e-05 1.22232e-05 0.0562668 0.00806324 22.1244 3.98862 1443.46 1337.68 13355.2 4948.02 14820.7 5702.1 14820.7 5702.1 0.657469 0.0750716 
600 0.265 266400000 2654.78 493.828 -167.78 7.07291 29050.6 2413.43 9.48781e+08 1.51035e+08 -0.00290946 0.0108283 -0.00083028 0.0121808 0.00377613 0.000944808 2.74285e-05 1.15214e-05 0.0550732 0.00759484 21.4403 3.54629 1367.11 1236.56 12646.3 4517.13 14034.8 5367.51 14034.8 5367.51 0.659006 0.0684712 
600 0.265 273600000 2561.63 493.828 -167.443 6.70869 28892.1 2291.6 9.34533e+08 1.43756e+08 -0.00235162 0.0102727 0.00169771 0.0121808 0.00369776 0.000944808 2.62602e-05 1.12928e-05 0.0546917 0.00759484 21.885 3.54629 1297.08 1195.44 11985.4 4429.56 13304.3 5134.48 13304.3 5134.48 0.631129 0.0684712 
600 0.265 280800000 2491.6 470.633 -167.838 6.38492 28985.1 2178.9 9.35086e+08 1.36569e+08 -0.0053619 0.0101906 0.00343661 0.0116862 0.00377507 0.000850327 2.63221e-05 1.04256e-05 0.0555778 0.00731769 21.3645 3.19248 1233.96 1116.48 11396.4 4346.02 12651.8 4919.05 12651.8 4919.05 0.626318 0.0781517 
600 0.265 288000000 2491.6 470.633 -167.838 6.21533 28985.1 2119.09 9.35086e+08 1.32342e+08 -0.0053619 0.0099324 0.00343661 0.0116862 0.00377507 0.000850327 2.63221e-05 1.02176e-05 0.0555778 0.00731769 21.3645 3.19248 1233.96 1083.29 11396.4 4346.02 12651.8 4782.46 12651.8 4782.46 0.626318 0.0781517 
600 0.265 295200000 2400.36 436.602 -168.582 5.95921 29201.3 2034.53 9.43782e+08 1.27332e+08 -0.00661144 0.00952291 0.00216746 0.0111945 0.00358474 0.000840625 2.43934e-05 9.57216e-06 0.0536888 0.00731769 20.2749 3.08257 1126.32 1017.57 10378.3 4346.02 11524.9 4654.83 11524.9 4654.83 0.605658 0.0781517 
